code,name,market,pivot_date,prior_q1,prior_q2,rs_score,eps_yoy_q1_pct,eps_yoy_q2_pct,eps_accelerating,sales_yoy_q1_pct,per_at_pivot_approx,pbr_at_pivot_approx,psr_at_pivot_approx,market_cap_at_pivot_eok,largest_holder_pct,cfps_fy,share_dilution_1y_pct,market_regime_at_pivot,krw_at_pivot,foreign_foreign_pct_at_pivot,foreign_change_pp,pivot_vs_prior_52w_high_pct,pivot_volume_vs_50d_avg,base_len_days,base_depth_pct,prior_uptrend_pct,induty_code,sector_group_winner_count,years_since_establishment
112040,위메이드,KOSDAQ,2026-04-07,202512,202509,9,-115.0,47.2,False,16.3,N/A(적자),1.61,1.07,6586.0,39.34,1892.7,0.0,중립,1507.8,6.68,-0.24,45.1,0.55,24,16.5,None,5821,None,26
217820,원익피앤이,KOSDAQ,2025-04-09,202412,202409,3,-330.3,-52.3,False,-24.5,N/A(적자),0.79,0.29,864.6,31.28,-893.9,0.0,하락추세,1486.1,1.17,-0.06,30.6,0.48,24,23.6,None,292,None,26
006920,모헨즈,KOSDAQ,2025-12-08,202509,202506,61,-136.2,143.2,False,-9.9,N/A(적자),1.0,0.35,301.4,32.2,93.0,0.0,상승추세,1471.8,3.85,3.12,54.4,0.49,18,9.2,19.5,23322,None,55
005110,한창,KOSPI,2024-12-03,202409,202406,73,-126.4,88.3,False,-47.0,N/A(적자),1.53,0.42,233.3,16.35,-228.1,0.0,하락추세,1401.1,16.78,1.26,82.1,None,0,0.0,None,465,None,57
274400,이노시뮬레이션,KOSDAQ,2026-03-04,202512,202509,11,119.3,-5.4,False,56.1,N/A(적자),0.91,1.93,274.4,23.64,298.4,16.2,중립,1483.1,1.44,0.69,57.6,3.3,21,17.0,None,58221,None,26
053270,구영테크,KOSDAQ,2025-10-17,202506,202503,43,-54.4,-8.0,False,3.4,4.0,0.39,0.16,605.8,45.69,1218.7,0.0,상승추세,1415.7,1.69,0.93,88.8,0.85,20,6.9,24.1,303,None,36
031510,오스템,KOSDAQ,2025-11-13,202506,202503,14,154.9,-143.6,False,-1.7,N/A(적자),0.37,0.25,275.2,14.83,295.9,0.0,상승추세,1468.0,0.84,0.33,72.5,0.68,23,5.0,None,303,None,35
061970,LB세미콘,KOSDAQ,2026-01-27,202509,202506,49,72.9,-472.7,False,5.2,N/A(적자),0.89,0.52,2387.2,27.24,895.9,32.66,상승추세,1441.0,31.72,28.34,70.5,1.52,14,9.3,48.6,2612,None,26
099430,바이오플러스,KOSDAQ,2026-03-04,202512,202509,14,-42.6,-8.6,False,-20.3,17.9,1.6,3.09,2804.7,29.02,239.1,3.14,중립,1483.1,2.14,-3.15,54.5,2.54,19,8.1,None,211,None,23
002680,한탑,KOSDAQ,2026-05-15,202603,202512,24,-568.4,109.8,False,-2.4,N/A(적자),0.41,0.25,202.3,39.02,75.7,0.0,중립,1493.3,2.52,1.94,72.4,0.08,20,15.8,None,105,None,67
091120,이엠텍,KOSDAQ,2026-03-04,202512,202509,1,86.2,66.0,False,44.9,N/A(적자),0.48,0.5,1021.1,14.93,-924.2,0.0,중립,1483.1,7.66,6.33,27.5,2.89,20,17.9,None,262,None,25
